id,nome,data_inicio,data_termino_planejada,data_termino_real,orcamento_inicial,gerente,status,percentual_conclusao,spi,cpi,mudanca_escopo
PROJ-0054,A segurança de conseguir com confiança,02/03/2024,24/05/2024,01/06/2024,4935265,Lucca Novaes,Em andamento,87.70221049274286,0.8939659760407517,1.018616400016797,Sim
PROJ-0055,A possibilidade de conseguir antes de tudo,17/03/2024,03/07/2024,21/06/2024,3466482,Otávio Sales,Em andamento,99.9,0.9475872088554304,0.956214762047947,Não
PROJ-0056,A certeza de evoluir mais rapidamente,22/05/2025,06/04/2026,18/03/2026,4790739,Mathias Nunes,Concluído,100.0,0.9692369592331053,1.210442365240675,Não
PROJ-0057,O poder de evoluir mais facilmente,20/07/2023,30/11/2023,09/04/2024,2915145,Anthony Castro,Atrasado,57.57422288294438,0.5757422288294438,0.7421751793289509,Não
PROJ-0058,O conforto de inovar mais rapidamente,20/05/2025,03/10/2025,03/10/2025,1752891,Yuri Silva,Em andamento,37.502401069868895,0.9417997108959172,1.0434492364576213,Sim
PROJ-0059,A vantagem de conseguir simplesmente,12/08/2023,30/04/2024,05/05/2024,4399759,Vicente Jesus,Em andamento,80.44188355559876,0.9732583702901868,0.8742153291641177,Não
PROJ-0060,A segurança de evoluir com força total,12/03/2025,18/04/2025,07/04/2025,1661886,Sr. Caleb Silva,Em andamento,99.9,1.1146858172787797,1.125838148923547,Sim
PROJ-0061,A segurança de ganhar com força total,22/05/2024,22/02/2025,12/02/2025,3249577,Sra. Sara Alves,Em andamento,97.09589149178332,1.1264597497140576,0.9061719406543988,Não
PROJ-0062,O conforto de concretizar seus projetos de maneira eficaz,17/12/2023,19/03/2024,19/03/2024,2920178,Benjamin Melo,Em andamento,81.18666606713725,1.051841377676726,1.008920015753183,Não
PROJ-0063,A liberdade de ganhar sem preocupação,14/09/2023,26/04/2024,20/05/2024,4763558,Henry Almeida,Concluído,100.0,0.985005116712545,1.0258673465320496,Sim
PROJ-0064,A simplicidade de avançar de maneira eficaz,19/07/2023,19/05/2024,07/06/2024,215644,Josué Sales,Em andamento,95.75186179758911,1.0090262982738687,0.898158021555567,Não
PROJ-0065,A certeza de avançar naturalmente,09/12/2023,14/08/2024,03/08/2024,1969012,Lavínia Barros,Concluído,100.0,0.9630413427361711,0.9485379290067678,Sim
PROJ-0066,O prazer de avançar com toda a tranquilidade,30/04/2025,03/08/2025,12/08/2025,3404403,Srta. Sarah Oliveira,Em andamento,75.84581808125222,1.1373035783496785,1.172928250987318,Sim
PROJ-0067,A certeza de realizar seus sonhos naturalmente,04/04/2025,13/12/2025,30/12/2025,3564861,Dr. João Gomes,Em andamento,39.103359791213066,0.9000805383901752,0.8957731490471461,Não
PROJ-0068,A liberdade de evoluir com força total,18/10/2023,11/10/2024,11/11/2024,1158798,Ana Cavalcanti,Atrasado,59.93371777836014,0.5993371777836014,0.8819678028142359,Não
PROJ-0069,A liberdade de ganhar direto da fonte,14/02/2025,10/09/2025,04/09/2025,1218946,José Pereira,Em andamento,64.86932718363676,1.0154501161839504,0.8817557323556853,Sim
PROJ-0070,O conforto de avançar de maneira eficaz,14/09/2023,05/06/2024,18/06/2024,4020000,Sr. Leandro Leão,Em andamento,99.9,0.8921341730799439,0.9432922567226323,Não
PROJ-0071,O conforto de mudar com confiança,13/02/2024,06/12/2024,09/04/2024,2867117,Rafael Siqueira,Cancelado,19.070399955719026,0.19070399955719025,0.9191963004367851,Não
PROJ-0072,O poder de avançar mais rapidamente,22/11/2024,30/08/2025,16/02/2026,3520745,Kevin Leão,Atrasado,43.522569252275375,0.5294303878739991,0.9632460536230659,Sim
PROJ-0073,A possibilidade de concretizar seus projetos sem preocupação,23/03/2025,30/12/2025,19/12/2025,3349470,Anthony Carvalho,Concluído,100.0,1.0181872611790932,0.92714256399532,Sim
PROJ-0074,A possibilidade de concretizar seus projetos com confiança,05/04/2025,23/05/2025,27/04/2025,2052923,Samuel Duarte,Concluído,100.0,0.9913189216253888,0.9873104054984698,Não
PROJ-0075,O prazer de atingir seus objetivos direto da fonte,01/11/2024,07/08/2025,25/07/2025,2522347,Sra. Bruna Brito,Em andamento,72.82140282573266,1.0976411802911867,1.1274845407875214,Sim
PROJ-0076,A arte de concretizar seus projetos mais rapidamente,21/09/2024,23/06/2025,09/07/2025,889025,Dr. Otto Pereira,Em andamento,99.9,0.9325544045668599,1.0560378423865584,Sim
PROJ-0077,A vantagem de realizar seus sonhos com confiança,02/10/2024,09/03/2025,04/03/2025,3052326,Heloisa Souza,Em andamento,82.71811272872762,0.8724331368530328,0.8422854752816348,Sim
PROJ-0078,O prazer de ganhar sem preocupação,23/09/2024,08/03/2025,24/02/2025,4591753,Srta. Laís Machado,Em andamento,99.9,0.9732501567278093,1.0653550798292832,Não
PROJ-0079,O poder de avançar em estado puro,02/01/2024,12/06/2024,15/04/2024,185209,Isabelly Aparecida,Cancelado,64.27102556522541,0.6427102556522541,0.699914885022738,Não
PROJ-0080,O conforto de mudar com força total,15/07/2023,24/03/2024,20/03/2024,4052255,Dra. Ana Luiza Sá,Em andamento,99.9,1.0268674394108546,0.9178665593124973,Não
PROJ-0081,A segurança de ganhar simplesmente,11/03/2025,14/06/2025,27/10/2025,4107894,Danilo Cirino,Atrasado,83.60483312747517,0.8360483312747518,0.7689176447711227,Não
PROJ-0082,A liberdade de mudar com força total,03/02/2025,19/11/2025,29/11/2025,194389,Dra. Maya da Mota,Em andamento,65.45582353092345,1.0788101148901463,0.847039165644388,Não
PROJ-0083,A possibilidade de atingir seus objetivos antes de tudo,21/11/2024,14/09/2025,05/09/2025,3262388,Cecilia Machado,Concluído,100.0,1.0780100329877846,0.9706266207759578,Sim
PROJ-0084,O direito de concretizar seus projetos sem preocupação,26/02/2025,05/07/2025,26/06/2025,189875,Dr. Rodrigo Pereira,Concluído,100.0,1.077234503887221,0.8811275949026994,Não
PROJ-0085,A liberdade de atingir seus objetivos em estado puro,12/11/2023,01/06/2024,31/05/2024,3415116,Cecília Vieira,Em andamento,92.00693191293745,1.1202596573387527,0.9047569616753895,Sim
PROJ-0086,A possibilidade de conseguir mais facilmente,13/05/2024,17/02/2025,17/03/2025,470047,Vinícius Lima,Em andamento,99.9,0.9777107611390837,1.055165567490018,Não
PROJ-0087,O prazer de avançar em estado puro,20/04/2024,09/04/2025,02/09/2025,2715690,Alana Borges,Atrasado,70.09218678940148,0.7009218678940148,0.836059805723881,Não
PROJ-0088,O prazer de realizar seus sonhos mais facilmente,03/02/2024,29/07/2024,28/08/2024,3160924,Marcela Ferreira,Em andamento,99.9,1.133437573274605,1.0911225709946615,Não
PROJ-0089,A certeza de concretizar seus projetos com força total,22/06/2024,25/07/2024,20/07/2024,4324397,Sr. João Felipe Cirino,Em andamento,98.82025316232082,1.0781313436448907,1.1474231438053626,Não
PROJ-0090,O direito de ganhar com toda a tranquilidade,17/03/2024,30/12/2024,14/05/2025,2793662,Theo Lima,Atrasado,81.60550014341158,0.8160550014341158,0.8761759950254677,Sim
PROJ-0091,O poder de evoluir mais facilmente,30/03/2024,26/12/2024,31/12/2024,2354485,Jade Ferreira,Em andamento,99.9,1.1042244425021068,1.2222730463820473,Sim
PROJ-0092,A possibilidade de realizar seus sonhos com toda a tranquilidade,25/03/2025,10/02/2026,03/03/2026,2934857,Isaac Ribeiro,Em andamento,29.351156853649375,1.147809634837887,1.0392172078073687,Não
PROJ-0093,A certeza de realizar seus sonhos com toda a tranquilidade,04/05/2025,09/10/2025,21/05/2025,747037,Ágatha da Conceição,Cancelado,11.034088791090833,0.25638029838122817,0.7371653199835142,Não
PROJ-0094,O poder de inovar antes de tudo,07/05/2024,03/11/2024,24/10/2024,739640,Fernando Carvalho,Concluído,100.0,1.0163804082119472,0.8334892261021285,Não
PROJ-0095,A vantagem de evoluir em estado puro,03/11/2023,30/05/2024,19/01/2024,734245,Srta. Stephany Campos,Cancelado,37.17761364682167,0.37177613646821667,0.7267929416999639,Não
PROJ-0096,A segurança de ganhar simplesmente,20/03/2024,10/11/2024,04/12/2024,1238409,Sra. Kamilly Peixoto,Em andamento,99.9,1.11458343697081,0.9368443943330957,Não
PROJ-0097,A possibilidade de ganhar antes de tudo,25/09/2024,29/07/2025,15/01/2026,3424157,Anthony Gabriel Costela,Atrasado,51.77615632140977,0.5500096882585744,0.8499999289853449,Não
PROJ-0098,O prazer de conseguir sem preocupação,07/05/2024,05/01/2025,12/11/2024,3113653,Marina Silveira,Cancelado,78.1002260760759,0.7810022607607591,0.9123991244067937,Sim
PROJ-0099,O poder de inovar naturalmente,26/03/2024,18/10/2024,31/12/2024,4500583,João Fonseca,Atrasado,50.27932275976007,0.5027932275976007,0.8766358045473752,Não
PROJ-0100,A vantagem de evoluir sem preocupação,27/10/2023,10/10/2024,02/11/2024,4489549,Sr. Renan Oliveira,Em andamento,99.63761909684219,1.1341432853600517,0.8619410008801982,Não
PROJ-0101,O prazer de conseguir com toda a tranquilidade,12/08/2023,28/12/2023,21/01/2024,111655,Guilherme Rodrigues,Em andamento,99.9,1.0168788158319157,1.0958101204149047,Não
PROJ-0102,O poder de mudar com força total,04/04/2025,05/06/2025,15/05/2025,2405713,Maria Isis da Conceição,Cancelado,66.79213957880056,0.6679213957880056,0.7355994895819957,Não
PROJ-0103,A vantagem de mudar simplesmente,30/10/2023,14/12/2023,23/12/2023,4022823,Lucas Machado,Em andamento,99.9,1.0809362182721647,0.9081273176986328,Não
PROJ-0104,A possibilidade de evoluir sem preocupação,23/11/2024,17/10/2025,14/10/2025,4744823,Sr. Rhavi Carvalho,Em andamento,57.212661655044684,0.889964446604197,1.1642054882985788,Não
PROJ-0105,A segurança de inovar de maneira eficaz,07/03/2025,23/12/2025,10/12/2025,1720926,Ayla Silveira,Concluído,100.0,1.0141560945229002,1.218921737500673,Sim
PROJ-0106,A possibilidade de mudar com confiança,09/06/2024,11/01/2025,06/01/2025,1967469,Ísis Abreu,Em andamento,83.59890005204217,1.058593838407451,1.1948134882538555,Não
PROJ-0107,A segurança de avançar direto da fonte,10/12/2023,01/12/2024,10/03/2025,2528146,Cauê Oliveira,Atrasado,64.9614256778715,0.649614256778715,0.8113295955711104,Não
PROJ-0108,O prazer de concretizar seus projetos em estado puro,10/03/2024,18/08/2024,17/08/2024,1291278,Ana Cavalcanti,Em andamento,99.9,0.9246214050002715,0.8678307163913466,Não
PROJ-0109,A possibilidade de ganhar em estado puro,29/07/2023,09/02/2024,10/03/2024,2792304,Sarah Cassiano,Em andamento,99.9,0.9444365135388041,1.0320563301744232,Não
PROJ-0110,O direito de avançar sem preocupação,28/02/2024,10/05/2024,19/05/2024,822004,João Miguel Oliveira,Em andamento,94.12960653793768,1.0135913363358542,0.8907568976993171,Sim
PROJ-0111,A liberdade de atingir seus objetivos antes de tudo,22/02/2024,01/06/2024,16/06/2024,4985053,Nina Melo,Em andamento,80.16037795151135,1.0928501733268683,1.2239753178843469,Sim
PROJ-0112,O poder de atingir seus objetivos direto da fonte,05/07/2024,05/11/2024,06/10/2024,4481934,Ana Liz Borges,Concluído,100.0,0.95293550602426,1.1632796525830855,Sim
PROJ-0113,A segurança de conseguir com força total,28/02/2024,22/01/2025,12/05/2024,3850502,Maria Luiza Garcia,Cancelado,22.59177257345648,0.2259177257345648,0.667285538501915,Não
PROJ-0114,A vantagem de conseguir com toda a tranquilidade,27/06/2024,07/12/2024,14/03/2025,3220019,Sr. Rodrigo Sales,Atrasado,63.81408650775787,0.6381408650775787,0.9575386407622383,Não
PROJ-0115,O poder de mudar direto da fonte,28/06/2024,09/11/2024,17/02/2025,1802692,Thiago Barbosa,Atrasado,88.78927581460667,0.8878927581460667,0.911440387901147,Não
PROJ-0116,A simplicidade de conseguir de maneira eficaz,27/05/2024,30/08/2024,27/08/2024,200733,Eloah Costela,Em andamento,99.9,0.8666162368362915,0.8696169131497774,Não
PROJ-0117,O direito de inovar mais rapidamente,05/10/2024,12/08/2025,06/09/2025,3223377,Henrique Peixoto,Em andamento,84.13841301656235,1.0987644081189454,1.2060956111675771,Sim
PROJ-0118,A certeza de atingir seus objetivos mais rapidamente,05/08/2023,09/09/2023,30/08/2023,1428020,José Vasconcelos,Em andamento,99.9,0.8501393326666121,0.9604571449321042,Sim
PROJ-0119,O poder de ganhar com confiança,13/10/2024,29/06/2025,16/08/2025,2272214,Dr. Bryan Pires,Atrasado,66.19738744778388,0.6619738744778388,0.7319332400436301,Não
PROJ-0120,A liberdade de inovar em estado puro,17/11/2024,12/03/2025,04/01/2025,1491642,Sr. Yago Carvalho,Cancelado,42.292112675943805,0.4229211267594381,0.7724619674852528,Sim
PROJ-0121,A simplicidade de avançar simplesmente,03/06/2024,04/02/2025,29/11/2024,2711934,Erick Pimenta,Cancelado,73.00862295191058,0.7300862295191058,0.7038346885730314,Sim
PROJ-0122,A liberdade de evoluir com força total,30/12/2024,03/07/2025,28/06/2025,4669261,Marcos Vinicius Câmara,Em andamento,85.75491822852335,0.9591076888944288,1.0752214089878889,Não
PROJ-0123,O direito de concretizar seus projetos simplesmente,18/06/2025,03/09/2025,13/08/2025,1016117,Caio Jesus,Concluído,100.0,1.044993603025673,1.042613922901866,Não
PROJ-0124,A liberdade de realizar seus sonhos com confiança,09/09/2023,30/12/2023,18/12/2023,4726887,Nicolas Cunha,Em andamento,99.79428359208427,1.0358274327103463,1.1540138390274752,Não
PROJ-0125,O prazer de conseguir simplesmente,28/08/2023,21/06/2024,06/07/2024,1209490,Srta. Cecilia Farias,Em andamento,99.9,0.8672742664363,1.2382486487381361,Sim
PROJ-0126,A liberdade de ganhar antes de tudo,11/03/2025,10/11/2025,06/11/2025,4020120,Lívia Jesus,Em andamento,53.33168060983673,0.9640749720411652,0.8796254511973012,Sim
PROJ-0127,A simplicidade de conseguir mais rapidamente,26/10/2023,01/07/2024,30/07/2024,314793,Ágatha Castro,Em andamento,99.9,0.8584764885627433,1.0921073893679476,Não
PROJ-0128,O poder de evoluir em estado puro,07/08/2024,20/09/2024,09/10/2024,2638065,Aurora Moraes,Concluído,100.0,0.9831099013152951,1.078082376963598,Não
PROJ-0129,A certeza de realizar seus sonhos direto da fonte,12/06/2024,20/10/2024,18/12/2024,693438,Cecilia Costa,Atrasado,54.45614640115013,0.5445614640115013,0.92843449166467,Não
PROJ-0130,A simplicidade de evoluir mais rapidamente,24/05/2025,09/01/2026,13/06/2026,1367987,Evelyn Vargas,Atrasado,18.312638275409583,0.8774805840300425,0.9049404175107785,Sim
PROJ-0131,O conforto de ganhar naturalmente,16/05/2024,16/12/2024,08/12/2024,2686997,Breno Almeida,Em andamento,99.9,0.9870754457059219,1.0160244761110424,Não
PROJ-0132,A arte de mudar com força total,15/05/2024,11/01/2025,25/12/2024,4857379,Heloísa Jesus,Concluído,100.0,1.011818752450437,0.8725380647419608,Não
PROJ-0133,O direito de mudar com toda a tranquilidade,18/03/2025,31/01/2026,11/02/2026,549298,Camila da Conceição,Em andamento,28.992627297785116,1.0598908124543118,0.9059459410865457,Não
PROJ-0134,A arte de atingir seus objetivos antes de tudo,05/11/2024,08/07/2025,19/07/2025,439188,Sofia da Luz,Atrasado,64.24677975305477,0.6424677975305478,0.7583781664833685,Não
PROJ-0135,A certeza de avançar com força total,21/08/2023,27/01/2024,29/01/2024,2388279,Josué da Costa,Em andamento,99.49098765474646,1.069342680569766,0.9416785750378714,Não
PROJ-0136,A liberdade de inovar naturalmente,14/02/2025,10/10/2025,09/11/2025,2064122,Mariane Costela,Em andamento,67.30759134655344,1.0302355399077243,1.199250484210272,Sim
PROJ-0137,A possibilidade de realizar seus sonhos com toda a tranquilidade,05/05/2024,25/01/2025,10/02/2025,4227990,Gustavo Jesus,Em andamento,81.94437715781588,1.1394620280644312,1.1394735938409164,Não
PROJ-0138,A liberdade de avançar em estado puro,07/07/2024,22/05/2025,29/05/2025,1594614,Isaac Peixoto,Em andamento,87.14552841611281,0.9631080817797194,1.0394892074552384,Não
PROJ-0139,O prazer de atingir seus objetivos antes de tudo,03/04/2025,17/03/2026,17/03/2026,4619246,Maria Julia Albuquerque,Em andamento,27.541988858451504,1.130790815222274,0.8800771434287921,Sim
PROJ-0140,A certeza de inovar simplesmente,20/11/2023,21/08/2024,10/01/2025,4067557,Heloisa Almeida,Atrasado,63.07293930690246,0.6307293930690246,0.8518803098814645,Sim
PROJ-0141,O prazer de ganhar com confiança,03/10/2024,02/02/2025,28/01/2025,2875065,Léo Pacheco,Em andamento,99.9,0.8900429700023993,1.1368957414039016,Não
PROJ-0142,O prazer de ganhar mais rapidamente,01/08/2024,14/11/2024,11/01/2025,4122398,José Pedro Camargo,Atrasado,59.964150973320315,0.5996415097332032,0.8158704712158982,Sim
PROJ-0143,O prazer de conseguir simplesmente,06/12/2023,06/08/2024,27/07/2024,3400137,Fernando Cavalcante,Em andamento,93.97158728323488,1.0313759471486983,1.167264368166023,Sim
PROJ-0144,O direito de atingir seus objetivos mais rapidamente,06/11/2023,14/07/2024,09/07/2024,225630,Larissa Ramos,Em andamento,99.9,0.8687163874627262,0.9237942289302535,Sim
PROJ-0145,O conforto de evoluir naturalmente,03/05/2025,18/08/2025,08/12/2025,3211417,Letícia Cassiano,Atrasado,41.75182137817771,0.6474557807920311,0.7893075412932704,Não
PROJ-0146,A simplicidade de concretizar seus projetos direto da fonte,13/08/2023,29/12/2023,26/01/2024,2943343,Letícia Dias,Em andamento,99.9,1.027652162064473,1.040237614239641,Não
PROJ-0147,A vantagem de ganhar sem preocupação,24/10/2023,21/12/2023,15/01/2024,488098,Pedro Henrique Pires,Em andamento,99.9,0.9425541473909161,1.2212018569234337,Não
